id,name,property_account_receivable_id:id,property_account_payable_id:id,property_account_expense_categ_id:id,property_account_income_categ_id:id,income_currency_exchange_account_id:id,expense_currency_exchange_account_id:id,use_anglo_saxon,currency_id:id
l10n_id_school,ID Tax and Account Chart Template,113.11,210.03,520.01,410.01,710.02,710.02,TRUE,base.IDR
